code|1,code|1|type,description,hospital_name,hospital_city,hospital_state,med_min,med_max
380,MS-DRG,COMPLICATED PEPTIC ULCER WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,17347.13,55500.0
380,MS-DRG,COMPLICATED PEPTIC ULCER WITH MCC,The Mount Sinai Hospital,New York,NY,12059.76,72569.59
380,MS-DRG,COMPLICATED PEPTIC ULCER WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,55667.07
380,MS-DRG,Complicated Peptic Ulcer With McC,Mayo Clinic,Phoenix,AZ,13232.63,42028.03
380,MS-DRG,Complicated Peptic Ulcer With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,9071.97,26472.14
380,MS-DRG,Complicated Peptic Ulcer With Mcc,The Johns Hopkins Hospital,Baltimore,MD,14211.77,47294.66
381,APR-DRG,MAJOR SKIN DISORDERS,Mayo Clinic,Phoenix,AZ,1768.6,28867.83
381,MS-DRG,COMPLICATED PEPTIC ULCER W CC,The Cleveland Clinic Foundation,Cleveland,OH,10163.11,29862.03
381,MS-DRG,COMPLICATED PEPTIC ULCER WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,10163.11,29862.03
381,MS-DRG,COMPLICATED PEPTIC ULCER WITH CC,The Mount Sinai Hospital,New York,NY,6641.07,39962.62
381,MS-DRG,COMPLICATED PEPTIC ULCER WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,32081.15
381,MS-DRG,Complicated Peptic Ulcer With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,4767.14,17345.9
381,MS-DRG,Complicated Peptic Ulcer With Cc,Mayo Clinic,Phoenix,AZ,7286.95,29765.02
381,MS-DRG,Complicated Peptic Ulcer With Cc,The Johns Hopkins Hospital,Baltimore,MD,6855.57,30267.63
383,APR-DRG,CELLULITIS AND OTHER SKIN INFECTIONS,Mayo Clinic,Phoenix,AZ,1797.07,21902.02
383,MS-DRG,UNCOMPLICATED PEPTIC ULCER W MCC,The Cleveland Clinic Foundation,Cleveland,OH,11669.24,36400.0
383,MS-DRG,UNCOMPLICATED PEPTIC ULCER WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,11669.24,36400.0
383,MS-DRG,UNCOMPLICATED PEPTIC ULCER WITH MCC,The Mount Sinai Hospital,New York,NY,8653.82,52074.32
383,MS-DRG,UNCOMPLICATED PEPTIC ULCER WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,48647.41
383,MS-DRG,Uncomplicated Peptic Ulcer With McC,Mayo Clinic,Phoenix,AZ,9495.44,30539.0
383,MS-DRG,Uncomplicated Peptic Ulcer With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,9738.77,25162.52
383,MS-DRG,Uncomplicated Peptic Ulcer With Mcc,The Johns Hopkins Hospital,Baltimore,MD,29886.2,66337.06
385,APR-DRG,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST DISORDERS",Mayo Clinic,Phoenix,AZ,1887.51,34294.93
385,MS-DRG,INFLAMMATORY BOWEL DISEASE W MCC,The Cleveland Clinic Foundation,Cleveland,OH,14770.97,44800.0
385,MS-DRG,INFLAMMATORY BOWEL DISEASE WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,14770.97,44800.0
385,MS-DRG,INFLAMMATORY BOWEL DISEASE WITH MCC,The Mount Sinai Hospital,New York,NY,9697.94,58357.35
385,MS-DRG,INFLAMMATORY BOWEL DISEASE WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,91495.25
385,MS-DRG,Inflammatory Bowel Disease With McC,Mayo Clinic,Phoenix,AZ,10641.11,48804.44
385,MS-DRG,Inflammatory Bowel Disease With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,12875.06,20623.33
385,MS-DRG,Inflammatory Bowel Disease With Mcc,The Johns Hopkins Hospital,Baltimore,MD,14706.28,140832.87
386,MS-DRG,INFLAMMATORY BOWEL DISEASE W CC,The Cleveland Clinic Foundation,Cleveland,OH,9332.2,27213.36
386,MS-DRG,INFLAMMATORY BOWEL DISEASE WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,9332.2,27213.36
386,MS-DRG,INFLAMMATORY BOWEL DISEASE WITH CC,The Mount Sinai Hospital,New York,NY,6013.48,36186.1
386,MS-DRG,INFLAMMATORY BOWEL DISEASE WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,54282.82
386,MS-DRG,Inflammatory Bowel Disease With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,2778.45,20663.05
386,MS-DRG,Inflammatory Bowel Disease With Cc,Mayo Clinic,Phoenix,AZ,6598.32,35368.35
386,MS-DRG,Inflammatory Bowel Disease With Cc,The Johns Hopkins Hospital,Baltimore,MD,6497.82,45589.06
387,MS-DRG,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,6560.77,20400.0
387,MS-DRG,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,6560.77,20400.0
387,MS-DRG,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,The Mount Sinai Hospital,New York,NY,4234.07,25478.5
387,MS-DRG,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,22343.51
387,MS-DRG,Inflammatory Bowel Disease Without Cc/McC,Mayo Clinic,Phoenix,AZ,4645.85,27483.4
387,MS-DRG,Inflammatory Bowel Disease Without Cc/Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,2912.06,13930.22
387,MS-DRG,Inflammatory Bowel Disease Without Cc/Mcc,The Johns Hopkins Hospital,Baltimore,MD,3524.44,50453.3
388,EAPG,LEVEL III MICROBIOLOGY TESTS,The Mount Sinai Hospital,New York,NY,65.78,159.17
388,MS-DRG,G.I. OBSTRUCTION W MCC,The Cleveland Clinic Foundation,Cleveland,OH,13438.58,42600.0
388,MS-DRG,GASTROINTESTINAL OBSTRUCTION WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,13438.58,42600.0
388,MS-DRG,GASTROINTESTINAL OBSTRUCTION WITH MCC,The Mount Sinai Hospital,New York,NY,8996.08,54133.9
388,MS-DRG,GASTROINTESTINAL OBSTRUCTION WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,42834.84
388,MS-DRG,Gastrointestinal Obstruction With McC,Mayo Clinic,Phoenix,AZ,9870.99,37010.51
388,MS-DRG,Gastrointestinal Obstruction With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,3923.63,14586.3
388,MS-DRG,Gastrointestinal Obstruction With Mcc,The Johns Hopkins Hospital,Baltimore,MD,4838.7,61407.59
389,EAPG,LEVEL II CONVENTIONAL RADIOLOGY,The Mount Sinai Hospital,New York,NY,275.01,665.43
389,MS-DRG,G.I. OBSTRUCTION W CC,The Cleveland Clinic Foundation,Cleveland,OH,7690.16,23600.0
389,MS-DRG,GASTROINTESTINAL OBSTRUCTION WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,7690.16,23600.0
389,MS-DRG,GASTROINTESTINAL OBSTRUCTION WITH CC,The Mount Sinai Hospital,New York,NY,4929.12,29660.98
389,MS-DRG,GASTROINTESTINAL OBSTRUCTION WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,35840.22
389,MS-DRG,Gastrointestinal Obstruction With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,2271.8,69293.74
389,MS-DRG,Gastrointestinal Obstruction With Cc,Mayo Clinic,Phoenix,AZ,5408.5,22912.76
389,MS-DRG,Gastrointestinal Obstruction With Cc,The Johns Hopkins Hospital,Baltimore,MD,6959.9,92620.64
390,EAPG,LEVEL I PATHOLOGY TESTS,The Mount Sinai Hospital,New York,NY,45.88,111.02
390,MS-DRG,G.I. OBSTRUCTION W/O CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,5501.92,20000.0
390,MS-DRG,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,5501.92,20000.0
390,MS-DRG,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,The Mount Sinai Hospital,New York,NY,3459.79,20819.3
390,MS-DRG,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,16777.93
390,MS-DRG,Gastrointestinal Obstruction Without Cc/McC,Mayo Clinic,Phoenix,AZ,3796.27,16842.46
390,MS-DRG,Gastrointestinal Obstruction Without Cc/Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,2959.17,8084.33
390,MS-DRG,Gastrointestinal Obstruction Without Cc/Mcc,The Johns Hopkins Hospital,Baltimore,MD,5339.94,35017.11
391,EAPG,LEVEL II PATHOLOGY TESTS,The Mount Sinai Hospital,New York,NY,85.38,206.6
391,MS-DRG,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",The Cleveland Clinic Foundation,Cleveland,OH,11843.85,35219.71
391,MS-DRG,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",The Cleveland Clinic Foundation,Cleveland,OH,11843.85,35219.71
391,MS-DRG,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",The Mount Sinai Hospital,New York,NY,7895.63,47511.95
391,MS-DRG,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,37599.19
391,MS-DRG,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders With McC",Mayo Clinic,Phoenix,AZ,8663.52,36868.54
391,MS-DRG,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders With Mcc",Johns Hopkins Howard County Medical Center,Columbia,MD,1068.43,34949.3
391,MS-DRG,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders With Mcc",The Johns Hopkins Hospital,Baltimore,MD,6436.14,63057.32
392,EAPG,PAP SMEARS,The Mount Sinai Hospital,New York,NY,35.69,86.37
392,MS-DRG,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",The Cleveland Clinic Foundation,Cleveland,OH,7506.94,21395.05
392,MS-DRG,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",The Cleveland Clinic Foundation,Cleveland,OH,7506.94,21395.05
392,MS-DRG,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",The Mount Sinai Hospital,New York,NY,4862.28,60997.92
392,MS-DRG,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,29380.11
392,MS-DRG,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without McC",Mayo Clinic,Phoenix,AZ,5335.16,26705.46
392,MS-DRG,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without Mcc",Johns Hopkins Howard County Medical Center,Columbia,MD,2855.11,31796.25
392,MS-DRG,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders Without Mcc",The Johns Hopkins Hospital,Baltimore,MD,3142.19,35664.18
393,EAPG,LEVEL II BLOOD AND TISSUE TYPING TESTS,The Mount Sinai Hospital,New York,NY,50.68,122.62
393,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,The Cleveland Clinic Foundation,Cleveland,OH,15039.33,45900.0
393,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,15039.33,45900.0
393,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,The Mount Sinai Hospital,New York,NY,10024.12,60320.1
393,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,48090.33
393,MS-DRG,Other Digestive System Diagnoses With McC,Mayo Clinic,Phoenix,AZ,10999.01,47622.9
393,MS-DRG,Other Digestive System Diagnoses With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,6013.27,16145.06
393,MS-DRG,Other Digestive System Diagnoses With Mcc,The Johns Hopkins Hospital,Baltimore,MD,8142.91,152786.69
394,EAPG,LEVEL I IMMUNOLOGY TESTS,The Mount Sinai Hospital,New York,NY,12.91,31.24
394,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,The Cleveland Clinic Foundation,Cleveland,OH,8891.8,25809.5
394,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,8891.8,25809.5
394,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,The Mount Sinai Hospital,New York,NY,5798.71,34893.74
394,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,43252.44
394,MS-DRG,Other Digestive System Diagnoses With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,1904.59,17605.18
394,MS-DRG,Other Digestive System Diagnoses With Cc,Mayo Clinic,Phoenix,AZ,6362.66,30079.99
394,MS-DRG,Other Digestive System Diagnoses With Cc,The Johns Hopkins Hospital,Baltimore,MD,1549.85,67661.25
395,EAPG,LEVEL II IMMUNOLOGY TESTS,The Mount Sinai Hospital,New York,NY,46.16,111.69
395,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,6269.18,20000.0
395,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,6269.18,20000.0
395,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,The Mount Sinai Hospital,New York,NY,4007.54,24115.38
395,MS-DRG,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,19630.86
395,MS-DRG,Other Digestive System Diagnoses Without Cc/McC,Mayo Clinic,Phoenix,AZ,4397.29,24663.03
395,MS-DRG,Other Digestive System Diagnoses Without Cc/Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,2652.24,16893.05
395,MS-DRG,Other Digestive System Diagnoses Without Cc/Mcc,The Johns Hopkins Hospital,Baltimore,MD,1986.39,16657.42
397,EAPG,LEVEL II MICROBIOLOGY TESTS,The Mount Sinai Hospital,New York,NY,47.24,114.31
397,MS-DRG,APPENDIX PROCEDURES WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,67938.8
397,MS-DRG,APPENDIX PROCEDURES WITH MCC,The Mount Sinai Hospital,New York,NY,13904.78,83671.98
397,MS-DRG,Appendix Procedures With McC,Mayo Clinic,Phoenix,AZ,15257.08,64915.33
397,MS-DRG,Appendix Procedures With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,9697.46,9879.37
397,MS-DRG,Appendix Procedures With Mcc,The Johns Hopkins Hospital,Baltimore,MD,19279.3,43228.87
397,MS-DRG,Appendix Procedures with MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,67938.8
397,MS-DRG,COAGULATION DISORDERS,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,71297.83
398,EAPG,LEVEL I ENDOCRINOLOGY TESTS,The Mount Sinai Hospital,New York,NY,31.13,75.33
398,MS-DRG,APPENDIX PROCEDURES WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,13811.03,41490.43
398,MS-DRG,APPENDIX PROCEDURES WITH CC,The Mount Sinai Hospital,New York,NY,9366.2,56361.08
398,MS-DRG,Appendix Procedures With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,10740.34,20217.24
398,MS-DRG,Appendix Procedures With Cc,Mayo Clinic,Phoenix,AZ,10277.11,42780.72
398,MS-DRG,Appendix Procedures With Cc,The Johns Hopkins Hospital,Baltimore,MD,11833.43,83039.98
398,MS-DRG,Appendix Procedures without MCC/CC,The Cleveland Clinic Foundation,Cleveland,OH,13811.03,41490.43
398,MS-DRG,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,82456.32
399,EAPG,LEVEL II ENDOCRINOLOGY TESTS,The Mount Sinai Hospital,New York,NY,43.85,106.1
399,MS-DRG,APPENDIX PROCEDURES WITHOUT CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,10461.58,30813.47
399,MS-DRG,APPENDIX PROCEDURES WITHOUT CC/MCC,The Mount Sinai Hospital,New York,NY,6889.26,41456.1
399,MS-DRG,Appendix Procedures Without Cc/McC,Mayo Clinic,Phoenix,AZ,7559.27,38728.79
399,MS-DRG,Appendix Procedures Without Cc/Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,7095.67,14532.71
399,MS-DRG,Appendix Procedures Without Cc/Mcc,The Johns Hopkins Hospital,Baltimore,MD,1697.55,31123.64
399,MS-DRG,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,180382.64
408,EAPG,LEVEL I HEMATOLOGY TESTS,The Mount Sinai Hospital,New York,NY,13.64,33.01
408,MS-DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,96002.14
408,MS-DRG,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,96002.14
408,MS-DRG,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH MCC,The Mount Sinai Hospital,New York,NY,23037.64,138628.97
408,MS-DRG,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,100518.89
408,MS-DRG,Biliary Tract Procedures Except Only Cholecystectomy With Or Without C.D.E. With McC,Mayo Clinic,Phoenix,AZ,25278.16,100900.27
408,MS-DRG,Biliary Tract Procedures Except Only Cholecystectomy With Or Without C.D.E. With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,12223.84,12223.84
408,MS-DRG,Biliary Tract Procedures Except Only Cholecystectomy With Or Without C.D.E. With Mcc,The Johns Hopkins Hospital,Baltimore,MD,6517.54,120208.42
409,MS-DRG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,70100.0
409,MS-DRG,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,70100.0
409,MS-DRG,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH CC,The Mount Sinai Hospital,New York,NY,12114.23,72897.34
409,MS-DRG,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,61717.0
409,MS-DRG,Biliary Tract Procedures Except Only Cholecystectomy With Or Without C.D.E. With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,22418.61,22418.61
409,MS-DRG,Biliary Tract Procedures Except Only Cholecystectomy With Or Without C.D.E. With Cc,Mayo Clinic,Phoenix,AZ,13292.39,108120.83
409,MS-DRG,Biliary Tract Procedures Except Only Cholecystectomy With Or Without C.D.E. With Cc,The Johns Hopkins Hospital,Baltimore,MD,32754.06,32754.06
414,EAPG,LEVEL I IMMUNIZATION,The Mount Sinai Hospital,New York,NY,35.4,85.65
414,MS-DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,96070.69
414,MS-DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,96070.69
414,MS-DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,The Mount Sinai Hospital,New York,NY,21818.36,131291.93
414,MS-DRG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,100590.66
414,MS-DRG,Cholecystectomy Except By Laparoscope Without C.D.E. With McC,Mayo Clinic,Phoenix,AZ,23940.3,210829.39
414,MS-DRG,Cholecystectomy Except By Laparoscope Without C.D.E. With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,62511.89,62511.89
414,MS-DRG,Cholecystectomy Except By Laparoscope Without C.D.E. With Mcc,The Johns Hopkins Hospital,Baltimore,MD,46488.68,64827.22
417,EAPG,MINOR FEMALE REPRODUCTIVE PROCEDURES,The Mount Sinai Hospital,New York,NY,158.75,384.12
417,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,65161.25
417,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,65161.25
417,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,The Mount Sinai Hospital,New York,NY,14345.45,86323.74
417,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,68437.15
417,MS-DRG,Laparoscopic Cholecystectomy Without C.D.E. With McC,Mayo Clinic,Phoenix,AZ,15740.62,63949.29
417,MS-DRG,Laparoscopic Cholecystectomy Without C.D.E. With Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,9267.2,33028.74
417,MS-DRG,Laparoscopic Cholecystectomy Without C.D.E. With Mcc,The Johns Hopkins Hospital,Baltimore,MD,11479.0,57240.64
418,EAPG,AMBULATORY PATIENT MONITORING AND RELATED ASSESSMENTS,The Mount Sinai Hospital,New York,NY,199.97,483.86
418,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,The Cleveland Clinic Foundation,Cleveland,OH,15059.98,45471.67
418,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,15059.98,45471.67
418,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,The Mount Sinai Hospital,New York,NY,10117.57,60882.48
418,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,48158.06
418,MS-DRG,Laparoscopic Cholecystectomy Without C.D.E. With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,4048.84,21182.35
418,MS-DRG,Laparoscopic Cholecystectomy Without C.D.E. With Cc,Mayo Clinic,Phoenix,AZ,11101.56,56102.36
418,MS-DRG,Laparoscopic Cholecystectomy Without C.D.E. With Cc,The Johns Hopkins Hospital,Baltimore,MD,17666.61,106171.66
419,EAPG,ANCILLARY OPHTHALMOLOGY OR OPTOMETRY SERVICES,The Mount Sinai Hospital,New York,NY,97.76,236.56
419,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,12128.57,36127.27
419,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,The Cleveland Clinic Foundation,Cleveland,OH,12128.57,36127.27
419,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,The Mount Sinai Hospital,New York,NY,8127.73,48908.59
419,MS-DRG,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,38533.94
419,MS-DRG,Laparoscopic Cholecystectomy Without C.D.E. Without Cc/McC,Mayo Clinic,Phoenix,AZ,8918.19,48564.54
419,MS-DRG,Laparoscopic Cholecystectomy Without C.D.E. Without Cc/Mcc,Johns Hopkins Howard County Medical Center,Columbia,MD,1552.11,22516.72
419,MS-DRG,Laparoscopic Cholecystectomy Without C.D.E. Without Cc/Mcc,The Johns Hopkins Hospital,Baltimore,MD,1122.98,37076.09
421,MS-DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,The Cleveland Clinic Foundation,Cleveland,OH,14881.07,44901.35
421,MS-DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH CC,The Cleveland Clinic Foundation,Cleveland,OH,14881.07,44901.35
421,MS-DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH CC,The Mount Sinai Hospital,New York,NY,10581.15,63672.04
421,MS-DRG,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH CC,The Trustees of the University of Pennsylvania D/B/A The Hospital of the University of Pennsylvania,Philadelphia,PA,544.94,60775.51
421,MS-DRG,Hepatobiliary Diagnostic Procedures With Cc,Johns Hopkins Howard County Medical Center,Columbia,MD,15023.65,15023.65
421,MS-DRG,Hepatobiliary Diagnostic Procedures With Cc,Mayo Clinic,Phoenix,AZ,11610.22,58521.89
421,MS-DRG,Hepatobiliary Diagnostic Procedures With Cc,The Johns Hopkins Hospital,Baltimore,MD,18403.82,24411.04
421,RC,Physical Therapy: Visit charge,The Mount Sinai Hospital,New York,NY,176.0,356.0
423,EAPG,VASCULAR ACCESS BY NEEDLE OR CATHETER,The Mount Sinai Hospital,New York,NY,204.98,495.99
423,MS-DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,111524.04
423,MS-DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,The Cleveland Clinic Foundation,Cleveland,OH,16500.0,111524.04
423,MS-DRG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,The Mount Sinai Hospital,New York,NY,24205.56,145656.87
